,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
1506,"(56,)",8,1,(0.15868+1.1228e-08j),(-0.052012-0.098352j),(0.017601+0.2239j),(-0.051186+0.27604j),-0.3,1.9607e-07,3.0,0.02232,0,(-0.3277792220775478-0.6198134378604416j),-21.937868325287873,-18.99985612059753,-18.480622452854764,0.5192336677427705,3.4572458724331145,-5.8821e-08,0.06695999999999999,2.3877991300775796,21.18957810259858,(0.7727214984274496-0.20704797354915028j),0.7727214984274496,-0.20704797354915028
1507,"(56,)",8,2,(-1.6544e-09+2.2659e-09j),(-0.019607+0.0030571j),(-2.1948e-09+1.0322e-08j),(-0.062611+0.040609j),,,,,0,(5001040.844092793+5001667.3408062495j),-37.05775999779574,-174.04981203924223,-25.552349819690857,148.49746221955138,11.505410178104887,,,,,(9.993929151621429e-08-1.0003937504301246e-07j),9.993929151621429e-08,-1.0003937504301246e-07
1508,"(56,)",8,3,(1.7788e-10+1.4632e-09j),(-0.006423+0.0082146j),(1.4991e-09+4.8559e-09j),(-0.016801+0.031768j),,,,,0,(5006490.765435498+4998328.716071396j),-42.64662305738724,-179.64051113120712,-31.89942503993324,147.74108609127384,10.747198017453993,,,,,(9.994417998567805e-08-1.0004602643979403e-07j),9.994417998567805e-08,-1.0004602643979403e-07
1509,"(56,)",9,1,(0.17804+1.1165e-08j),(-0.050865-0.11744j),(0.015096+0.22792j),(-0.055512+0.28008j),-0.3,2.9522e-07,3.0,0.022359,0,(-0.2856942673822501-0.6596270321850344j),-21.158041219076207,-17.999948244430094,-18.334074938194124,-0.33412669376402854,2.823966280882084,-8.8566e-08,0.067077,-1.7496822099975773,21.878567115404667,(0.7727292423115237-0.207054219148805j),0.7727292423115237,-0.207054219148805
1510,"(56,)",9,2,(-1.8958e-09+2.4955e-09j),(-0.021963+0.0030077j),(-2.6657e-09+1.1484e-08j),(-0.070776+0.044058j),,,,,0,(5003592.223204371+4999875.721598539j),-36.095774965769245,-173.08848730497093,-24.590233494226574,148.49825381074436,11.505541471542672,,,,,(9.994168655868781e-08-1.0004477751776496e-07j),9.994168655868781e-08,-1.0004477751776496e-07
1511,"(56,)",9,3,(1.2706e-11+1.7147e-09j),(-0.0085176+0.0086421j),(1.0872e-09+5.8129e-09j),(-0.023648+0.034491j),,,,,0,(5002923.652013459+5004471.422361044j),-41.33017748716143,-178.3262985405339,-30.58275699715815,147.74354154337576,10.747420490003275,,,,,(9.994106424888712e-08-1.0004367189578972e-07j),9.994106424888712e-08,-1.0004367189578972e-07
1512,"(57,)",1,1,(0.070879+8.3868e-09j),(-0.030946-0.017905j),(0.071559+0.14122j),(-0.010797+0.1976j),-0.3,1.2273e-12,3.0,0.033613,0,(-0.4366032551054527-0.25261355744713976j),-27.275099095247537,-25.99994832351402,-21.51855351865555,4.481394804858466,5.756545576591986,-3.6819e-13,0.10083899999999998,4.499610114638148,6.990626805105165,(0.6928200101500746-0.39999685045339245j),0.6928200101500746,-0.39999685045339245
1513,"(57,)",1,2,(3.9636e-11+2.8541e-10j),(-0.0012276+0.0016268j),(5.7585e-10+9.1815e-10j),(-0.0017154+0.0074697j),,,,,0,(5006003.03669501+4996383.926149902j),-56.826178720895435,-193.81795582292526,-45.321033342922576,148.4969224800027,11.505145377972859,,,,,(9.994195408306577e-08-1.0004289704192819e-07j),9.994195408306577e-08,-1.0004289704192819e-07
1514,"(57,)",1,3,(7.1991e-11-3.3242e-11j),(0.00052658+0.0001933j),(2.2387e-10-1.5687e-10j),(0.0019037+0.00033601j),,,,,0,(5007104.141240363+4997099.024365715j),-68.03200346011303,-205.02535790343182,-57.2850963931709,147.7402615102609,10.746907066942121,,,,,(9.993946691518077e-08-1.000423702674633e-07j),9.993946691518077e-08,-1.000423702674633e-07
1515,"(57,)",2,1,(0.079527+9.1704e-09j),(-0.03462-0.022503j),(0.075189+0.15594j),(-0.01607+0.21581j),-0.3,4.5854e-12,3.0,0.032918,0,(-0.4353238849052592-0.28296045378180806j),-26.36424276750187,-25.000007959544845,-20.741329728530808,4.258678231014035,5.622913038971065,-1.37562e-12,0.09875400000000001,5.334967672195511,8.53713858628511,(0.6927952023864945-0.3999917469178952j),0.6927952023864945,-0.3999917469178952
1516,"(57,)",2,2,(2.9368e-12+4.8852e-10j),(-0.0024271+0.0024596j),(7.6248e-10+1.6719e-09j),(-0.0045538+0.012171j),,,,,0,(5004750.719753325+4998358.208289879j),-52.24009426051542,-189.2324960383921,-40.734766296110855,148.49772974228125,11.505327964404568,,,,,(9.9937703280019e-08-1.0003913509132781e-07j),9.9937703280019e-08,-1.0003913509132781e-07
1517,"(57,)",2,3,(1.7353e-10-3.3386e-11j),(0.0010349+0.00070109j),(5.6849e-10-2.1892e-10j),(0.0039364+0.0017499j),,,,,0,(5001382.661949675+5002398.210982838j),-61.07197407086903,-198.064957562821,-50.32512984425446,147.73982771856654,10.746844226614565,,,,,(9.994484306651584e-08-1.0004407094860687e-07j),9.994484306651584e-08,-1.0004407094860687e-07
1518,"(57,)",3,1,(0.089231+9.8532e-09j),(-0.038271-0.029058j),(0.0767+0.17012j),(-0.023297+0.2321j),-0.3,2.3567e-11,3.0,0.031721,0,(-0.4288980646713117-0.32564911044347356j),-25.48740672996559,-23.99998475475949,-20.090076241118737,3.909908513640751,5.397330488846855,-7.070099999999999e-12,0.095163,6.109141393188476,10.292579999054254,(0.6928098267993027-0.40000168261500807j),0.6928098267993027,-0.40000168261500807
1519,"(57,)",3,2,(-1.0194e-10+7.7707e-10j),(-0.0043954+0.003383j),(8.4852e-10+2.8249e-09j),(-0.009892+0.018363j),,,,,0,(5009356.670505408+4999222.95418518j),-48.12983943831267,-185.12699290620063,-36.62489392163007,148.50209898457058,11.504945516682605,,,,,(9.994238740962841e-08-1.0004629397462529e-07j),9.994238740962841e-08,-1.0004629397462529e-07
1520,"(57,)",3,3,(3.1883e-10+2.2716e-11j),(0.0014789+0.0017057j),(1.094e-09-1.1698e-10j),(0.0060526+0.0048883j),,,,,0,(4994337.206717196+4994036.433247223j),-55.937530502809345,-192.91712614708104,-45.190633135050376,147.7264930120307,10.746897367758967,,,,,(9.994658303785681e-08-1.0004772855697639e-07j),9.994658303785681e-08,-1.0004772855697639e-07
1521,"(57,)",4,1,(0.10012+1.0391e-08j),(-0.041515-0.037633j),(0.076575+0.18304j),(-0.031506+0.24601j),-0.3,3.6364e-10,3.0,0.030206,0,(-0.4146524561102445-0.3758789022307863j),-24.631716915429024,-22.999883137916054,-19.55731250392944,3.44257063398661,5.074404411499583,-1.09092e-10,0.090618,6.688605746650718,12.219523665827982,(0.6928083282690517-0.3999943871811908j),0.6928083282690517,-0.3999943871811908
1522,"(57,)",4,2,(-2.8088e-10+1.1216e-09j),(-0.0070055+0.0042017j),(7.6092e-10+4.277e-09j),(-0.017594+0.025182j),,,,,0,(4996956.262648164+4994610.311115713j),-44.76700324674378,-181.74937525800885,-33.26204342774334,148.4873318302655,11.504959819000435,,,,,(9.994446383186133e-08-1.0004538546016076e-07j),9.994446383186133e-08,-1.0004538546016076e-07
1523,"(57,)",4,3,(4.5612e-10+1.6065e-10j),(0.0014734+0.003082j),(1.643e-09+2.6824e-10j),(0.0068696+0.0095606j),,,,,0,(4991024.837698553+4999105.19122978j),-52.339728511854474,-189.3208542149506,-41.59277806134032,147.7280761536103,10.746950450514143,,,,,(9.993968455613088e-08-1.000412466762759e-07j),9.993968455613088e-08,-1.000412466762759e-07
1524,"(57,)",5,1,(0.11233+1.0809e-08j),(-0.043995-0.048213j),(0.075469+0.19413j),(-0.039633+0.25732j),-0.3,7.5819e-09,3.0,0.028733,0,(-0.3916585474878942-0.42920854416952514j),-23.789289016039902,-22.00038477896267,-19.13598695684218,2.864397822120488,4.653302059197722,-2.2745699999999995e-09,0.086199,6.835520903954731,14.154648098005772,(0.6928216293523132-0.3999984441011979j),0.6928216293523132,-0.3999984441011979
1525,"(57,)",5,2,(-5.0222e-10+1.4902e-09j),(-0.009964+0.0049457j),(5.7027e-10+5.8881e-09j),(-0.026607+0.03228j),,,,,0,(5003880.988564794+4999967.04464031j),-42.08515516173139,-179.07819758613738,-30.580091084011734,148.49810650212564,11.505064077719656,,,,,(9.994377446968477e-08-1.0004566317580243e-07j),9.994377446968477e-08,-1.0004566317580243e-07
1526,"(57,)",5,3,(5.2896e-10+3.7116e-10j),(0.00078821+0.0044981j),(2.0189e-09+9.3648e-10j),(0.005405+0.014781j),,,,,0,(4996777.029722463+4997535.234513403j),-49.81836906751329,-186.80312742586423,-39.07118040318692,147.7319470226773,10.747188664326368,,,,,(9.993971052418304e-08-1.0004234250840882e-07j),9.993971052418304e-08,-1.0004234250840882e-07
1527,"(57,)",6,1,(0.12604+1.107e-08j),(-0.04539-0.060822j),(0.073955+0.20288j),(-0.046743+0.26585j),-0.3,3.8656e-08,3.0,0.027832,0,(-0.3601238126146535-0.48256106008750704j),-22.955700360940735,-21.000132066600536,-18.822069673180803,2.178062393419732,4.133630687759932,-1.1596799999999999e-08,0.083496,6.195154572674046,15.708234001628805,(0.6928079355158018-0.39999594256089954j),0.6928079355158018,-0.39999594256089954
1528,"(57,)",6,2,(-7.0739e-10+1.8772e-09j),(-0.01293+0.0058501j),(4.5785e-10+7.5333e-09j),(-0.0354+0.03994j),,,,,0,(5001729.044380186+5003104.033292084j),-39.96952049660554,-176.96341756579505,-28.464345684960666,148.4990718808344,11.505174811644878,,,,,(9.994233601356232e-08-1.0004528529995257e-07j),9.994233601356232e-08,-1.0004528529995257e-07
1529,"(57,)",6,3,(5.0655e-10+6.3209e-10j),(-0.00062471+0.005696j),(2.105e-09+1.8351e-09j),(0.0013392+0.019702j),,,,,0,(5005005.765843863+4999281.226863592j),-47.84697226291633,-184.84039656487676,-37.10007416301234,147.7403224018644,10.746898099903987,,,,,(9.99434051285789e-08-1.0004851242776404e-07j),9.99434051285789e-08,-1.0004851242776404e-07
1530,"(57,)",7,1,(0.14142+1.1201e-08j),(-0.045903-0.07545j),(0.072214+0.20998j),(-0.053063+0.27244j),-0.3,9.1591e-08,3.0,0.027451,0,(-0.32458638082255464-0.5335171571510957j),-22.146762703938077,-20.000083298480437,-18.58036692968087,1.4197163687995664,3.566395774257206,-2.7477299999999998e-08,0.082353,4.695127665658729,16.83774323521911,(0.6928295604672084-0.40000592778986743j),0.6928295604672084,-0.40000592778986743
1531,"(57,)",7,2,(-9.0755e-10+2.2585e-09j),(-0.015816+0.0067468j),(3.5668e-10+9.1377e-09j),(-0.043932+0.047452j),,,,,0,(4994786.425385368+4995785.512349572j),-38.302298344820564,-175.28380545797873,-26.796757802059616,148.48704765591913,11.505540542760945,,,,,(9.994288987213807e-08-1.0004575229416611e-07j),9.994288987213807e-08,-1.0004575229416611e-07
1532,"(57,)",7,3,(4.2858e-10+9.2001e-10j),(-0.0024537+0.0067487j),(2.0172e-09+2.8599e-09j),(-0.0042263+0.024385j),,,,,0,(5006570.880155602+4999311.037724685j),-45.88669959154628,-182.88150938819706,-35.13931109004679,147.74219829815027,10.747388501499493,,,,,(9.994185286535942e-08-1.0004446392310307e-07j),9.994185286535942e-08,-1.0004446392310307e-07
1533,"(57,)",8,1,(0.15868+1.1227e-08j),(-0.045728-0.092107j),(0.07045+0.21609j),(-0.058794+0.27796j),-0.3,1.718e-07,3.0,0.02736,0,(-0.2881775051474439-0.5804575041884997j),-21.365405380619862,-18.99985612059753,-18.377283266039303,0.622572854558228,2.98812211458056,-5.154e-08,0.08208,2.364195319200699,17.70248869152046,(0.692807000207969-0.39999602378121796j),0.692807000207969,-0.39999602378121796
1534,"(57,)",8,2,(-1.1269e-09+2.6064e-09j),(-0.018671+0.0074002j),(1.4049e-10+1.068e-08j),(-0.05273+0.054081j),,,,,0,(5001501.673417983+5001077.2576063825j),-36.95327260758522,-173.94521240099576,-25.44758554178936,148.49762685920638,11.50568706579586,,,,,(9.993975612589911e-08-1.0004092639778594e-07j),9.993975612589911e-08,-1.0004092639778594e-07
1535,"(57,)",8,3,(3.2295e-10+1.212e-09j),(-0.0044477+0.0076706j),(1.8311e-09+3.9142e-09j),(-0.010431+0.028723j),,,,,0,(4996299.976544753+5001035.542429973j),-44.05496184758264,-181.0423482181994,-33.30768456918663,147.7346636490128,10.747277278396016,,,,,(9.994186598696713e-08-1.0004503722139241e-07j),9.994186598696713e-08,-1.0004503722139241e-07
1536,"(57,)",9,1,(0.17804+1.1196e-08j),(-0.04493-0.11091j),(0.068792+0.22155j),(-0.063999+0.28283j),-0.3,2.7263e-07,3.0,0.027449,0,(-0.2523590596188884-0.6229498830295886j),-20.610174925146314,-17.999948244430094,-18.199897541086283,-0.19994929665618688,2.410277384060032,-8.178899999999999e-08,0.082347,-0.8660318305464204,18.380717656380927,(0.6928205635737018-0.399999375059765j),0.6928205635737018,-0.399999375059765
1537,"(57,)",9,2,(-1.3744e-09+2.9255e-09j),(-0.021504+0.0077476j),(-2.2346e-10+1.2154e-08j),(-0.061921+0.059624j),,,,,0,(4998379.841253148+5002299.349233181j),-35.829874884833764,-172.82016551261762,-24.324307158411166,148.49585835420643,11.505567726422596,,,,,(9.994367492297273e-08-1.0004616085645702e-07j),9.994367492297273e-08,-1.0004616085645702e-07
1538,"(57,)",9,3,(1.8613e-10+1.4964e-09j),(-0.0065529+0.008418j),(1.5443e-09+4.9645e-09j),(-0.017118+0.032537j),,,,,0,(5003393.897398383+5001457.969876211j),-42.44875436108736,-179.44266782339835,-31.701553710785653,147.7411141126127,10.747200650301705,,,,,(9.99455343904546e-08-1.0004510734535456e-07j),9.99455343904546e-08,-1.0004510734535456e-07
1539,"(58,)",1,1,(0.070879+7.6031e-09j),(-0.024431-0.01921j),(0.09625+0.11819j),(-0.019389+0.18954j),-0.3,8.0883e-12,3.0,0.034755,0,(-0.34468604326573365-0.27102523144115387j),-26.927249329848166,-25.99994832351403,-21.848073666294162,4.151874657219868,5.079175663554006,-2.42649e-12,0.104265,3.857753646957239,6.266919062485009,(0.5656964334156219-0.5656763118470798j),0.5656964334156219,-0.5656763118470798
1540,"(58,)",1,2,(9.177e-11+2.5299e-10j),(-0.00080654+0.0017239j),(7.0388e-10+7.2732e-10j),(-0.00012086+0.0071564j),,,,,0,(4999791.789301012+5001663.672493592j),-57.42041026026136,-194.41137456181303,-45.91516930916158,148.49620525265144,11.505240951099784,,,,,(9.994251463351975e-08-1.0004458279562449e-07j),9.994251463351975e-08,-1.0004458279562449e-07
1541,"(58,)",1,3,(6.9397e-12-2.6637e-11j),(0.00016791-9.8282e-05j),(7.4092e-12-9.4526e-11j),(0.00050993-0.00043535j),,,,,0,(4993053.3991844645+5002804.644880413j),-77.22928318441937,-214.21538895828095,-66.48244045532925,147.7329485029517,10.746842729090124,,,,,(9.994270979279158e-08-1.0004498909989252e-07j),9.994270979279158e-08,-1.0004498909989252e-07
1542,"(58,)",2,1,(0.079527+8.3977e-09j),(-0.027368-0.022895j),(0.10486+0.13164j),(-0.023669+0.20903j),-0.3,3.8023e-11,3.0,0.034751,0,(-0.34413472679229173-0.2878896112019792j),-25.976220805831638,-25.000007959544853,-20.988400312716358,4.0116076468284945,4.987820493115278,-1.14069e-11,0.10425299999999998,4.606346835103028,7.639613853318365,(0.565709590954276-0.5657072205343575j),0.565709590954276,-0.5657072205343575
1543,"(58,)",2,2,(1.074e-10+4.0013e-10j),(-0.0014642+0.002541j),(9.8532e-10+1.2089e-09j),(-0.0011236+0.010971j),,,,,0,(5007465.477924878+5003378.382848403j),-53.66503132390828,-190.66414584580053,-42.16006007028133,148.50408577551917,11.50497125362695,,,,,(9.99441280145123e-08-1.0004714449340134e-07j),9.99441280145123e-08,-1.0004714449340134e-07
1544,"(58,)",2,3,(5.092e-11-4.6566e-11j),(0.0004875+2.1716e-05j),(1.4436e-10-1.8899e-10j),(0.0016669-0.00022232j),,,,,0,(5001276.761009378+5000107.102379472j),-69.24219832804373,-206.23310035610714,-58.49553386679745,147.7375664893097,10.74666446124628,,,,,(9.994758154370077e-08-1.000477855127509e-07j),9.994758154370077e-08,-1.000477855127509e-07
1545,"(58,)",3,1,(0.089231+9.1534e-09j),(-0.030522-0.028243j),(0.11174+0.14561j),(-0.029932+0.22746j),-0.3,2.0697e-10,3.0,0.034385,0,(-0.3420560443925677-0.31651552564718766j),-25.06339012343917,-23.999984754759495,-20.23515293113906,3.764831823620437,4.828237192300113,-6.2091e-11,0.103155,5.323884040036805,9.18320804808299,(0.5657153621318624-0.5656950330578163j),0.5657153621318624,-0.5656950330578163
1546,"(58,)",3,2,(9.742e-11+6.4854e-10j),(-0.0027543+0.0037318j),(1.3327e-09+2.0755e-09j),(-0.003723+0.01704j),,,,,0,(5003310.260992979+4998492.746208307j),-49.68339117779135,-186.6746581597098,-38.178389088740346,148.49626907096945,11.505002089051002,,,,,(9.99429529053405e-08-1.000462214593065e-07j),9.99429529053405e-08,-1.000462214593065e-07
1547,"(58,)",3,3,(1.4497e-10-5.3363e-11j),(0.00099195+0.00045872j),(4.5957e-10-2.6919e-10j),(0.0036435+0.00095384j),,,,,0,(5000199.581496347+5004798.580860795j),-62.23884258514161,-199.23288381023727,-51.49203625473584,147.74084755550143,10.74680633040577,,,,,(9.994281285108178e-08-1.0004650819538243e-07j),9.994281285108178e-08,-1.0004650819538243e-07
1548,"(58,)",4,1,(0.10012+9.8072e-09j),(-0.03353-0.035655j),(0.11648+0.15911j),(-0.037686+0.24359j),-0.3,1.2649e-09,3.0,0.033719,0,(-0.3348981571370931-0.3561226200118537j),-24.185922982504348,-22.999883137916058,-19.61126801220092,3.388615125715138,4.5746549703034285,-3.7947e-10,0.101157,5.856602012712869,10.811283547357084,(0.565668527898952-0.5656955710103038j),0.565668527898952,-0.5656955710103038
1549,"(58,)",4,2,(3.5388e-11+9.9613e-10j),(-0.0048049+0.0051608j),(1.6544e-09+3.3652e-09j),(-0.0085674+0.025095j),,,,,0,(5003176.0230643675+5001307.452947107j),-46.04490834071032,-183.03850196061518,-34.53976228688518,148.49873967373,11.505146053825136,,,,,(9.9942901513027e-08-1.0004585831531013e-07j),9.9942901513027e-08,-1.0004585831531013e-07
1550,"(58,)",4,3,(2.74e-10-2.2239e-12j),(0.0013813+0.0013594j),(9.2825e-10-1.743e-10j),(0.0055111+0.0037728j),,,,,0,(5000643.328123795+5001901.206924871j),-57.26309262643734,-194.25500261239728,-46.51634349229443,147.73865912010282,10.746749134142908,,,,,(9.994295036241567e-08-1.0004622727356099e-07j),9.994295036241567e-08,-1.0004622727356099e-07
1551,"(58,)",5,1,(0.11233+1.0298e-08j),(-0.035927-0.045249j),(0.11941+0.17113j),(-0.045718+0.2568j),-0.3,8.2216e-09,3.0,0.03311,0,(-0.3198344533807628-0.402822012875855j),-23.334910250651177,-22.000384778962673,-19.120030758025518,2.8803540209371565,4.214879492625659,-2.46648e-09,0.09933,5.977107431792953,12.328677400583905,(0.5656826561318455-0.5657004660164943j),0.5656826561318455,-0.5657004660164943
1552,"(58,)",5,2,(-6.7722e-11+1.4151e-09j),(-0.0074214+0.0067308j),(1.9389e-09+4.9627e-09j),(-0.015138+0.034503j),,,,,0,(4995952.225212411+5005345.292491106j),-42.99379141515024,-179.98462222573042,-31.48859093964273,148.4960312860877,11.505200475507504,,,,,(9.994038148566922e-08-1.0004340187607051e-07j),9.994038148566922e-08,-1.0004340187607051e-07
1553,"(58,)",5,3,(3.7796e-10+1.3538e-10j),(0.0012133+0.0025668j),(1.3645e-09+2.2893e-10j),(0.0056742+0.0079706j),,,,,0,(5001021.965882365+4999898.524338146j),-53.9466482747534,-190.93714786376785,-43.199955015766854,147.737192848001,10.74669325898655,,,,,(9.994206815819276e-08-1.0004375038978028e-07j),9.994206815819276e-08,-1.0004375038978028e-07
1554,"(58,)",6,1,(0.12604+1.0639e-08j),(-0.037489-0.057039j),(0.121+0.18129j),(-0.053287+0.26719j),-0.3,3.0853e-08,3.0,0.032869,0,(-0.29743735968458623-0.452546785429736j),-22.507581899628818,-21.000132066600543,-18.74145818103455,2.258673885565991,3.7661237185942693,-9.2559e-09,0.098607,5.494972349326047,13.55022278793594,(0.5656897189100301-0.5656795091566255j),0.5656897189100301,-0.5656795091566255
1555,"(58,)",6,2,(-1.911e-10+1.8701e-09j),(-0.010295+0.0083989j),(2.2235e-09+6.7067e-09j),(-0.02244+0.044642j),,,,,0,(5001469.041813375+4993967.844558828j),-40.54215051044742,-177.52788862502388,-29.03705076909543,148.49083785592845,11.505099741351987,,,,,(9.994351405575942e-08-1.0004552787534702e-07j),9.994351405575942e-08,-1.0004552787534702e-07
1556,"(58,)",6,3,(4.2089e-10+3.5231e-10j),(0.00034071+0.0038638j),(1.6406e-09+9.39e-10j),(0.0035017+0.012901j),,,,,0,(4994367.753182866+4999487.507130472j),-51.236368295194296,-188.22073058477116,-40.489110234286834,147.73162035048432,10.747258060907466,,,,,(9.993932563897591e-08-1.0004204816758377e-07j),9.993932563897591e-08,-1.0004204816758377e-07
1557,"(58,)",7,1,(0.14142+1.0888e-08j),(-0.038381-0.071003j),(0.12162+0.19018j),(-0.060604+0.2756j),-0.3,7.9582e-08,3.0,0.032846,0,(-0.2713972950541508-0.5020718218429236j),-21.711761711658788,-20.000083298480437,-18.436273277682844,1.563810020797595,3.275488433975944,-2.3874600000000002e-08,0.098538,4.398674428139338,14.54684893949542,(0.5656657665971812-0.565680726120666j),0.5656657665971812,-0.565680726120666
1558,"(58,)",7,2,(-3.4188e-10+2.3228e-09j),(-0.013318+0.0098982j),(2.3958e-09+8.493e-09j),(-0.030516+0.054432j),,,,,0,(4996968.211589326+4998121.451619529j),-38.611551871880025,-175.596985861223,-27.106263664205667,148.49072219701736,11.505288207674358,,,,,(9.99419258346555e-08-1.0004460260086617e-07j),9.99419258346555e-08,-1.0004460260086617e-07
1559,"(58,)",7,3,(4.1728e-10+6.2282e-10j),(-0.0010265+0.0052031j),(1.796e-09+1.8587e-09j),(-0.00032292+0.018275j),,,,,0,(5003772.179409032+5000600.582871135j),-48.51922766569446,-185.5127254484139,-37.77179645650756,147.74092899190632,10.7474312091869,,,,,(9.993949934581743e-08-1.0004226884425453e-07j),9.993949934581743e-08,-1.0004226884425453e-07
1560,"(58,)",8,1,(0.15868+1.1024e-08j),(-0.038631-0.087164j),(0.12163+0.19807j),(-0.067564+0.28257j),-0.3,1.4957e-07,3.0,0.032993,0,(-0.2434522690670391-0.5493067640293811j),-20.944894627408914,-18.999856120597535,-18.183690798949808,0.8161653216477266,2.761203828459104,-4.4871e-08,0.09897900000000001,2.6297370129016624,15.349274692611559,(0.565696424125842-0.5657030583559416j),0.565696424125842,-0.5657030583559416
1561,"(58,)",8,2,(-5.3309e-10+2.7576e-09j),(-0.016449+0.011113j),(2.4065e-09+1.0279e-08j),(-0.039397+0.063411j),,,,,0,(4996360.882920679+4999089.779853429j),-37.05458418158801,-174.0403321454404,-25.549348329405774,148.49098381603463,11.505235852182237,,,,,(9.994346670367124e-08-1.0004530377575716e-07j),9.994346670367124e-08,-1.0004530377575716e-07
1562,"(58,)",8,3,(3.7546e-10+9.2072e-10j),(-0.0027212+0.0064877j),(1.8383e-09+2.8942e-09j),(-0.0052919+0.023662j),,,,,0,(5008269.221162555+4997832.958747168j),-46.06467081260921,-183.05967424995976,-35.31730635687748,147.7423678930823,10.747364455731734,,,,,(9.994049215633317e-08-1.0004120913033977e-07j),9.994049215633317e-08,-1.0004120913033977e-07
1563,"(58,)",9,1,(0.17804+1.1074e-08j),(-0.038242-0.1056j),(0.12134+0.20514j),(-0.074062+0.28857j),-0.3,2.4988e-07,3.0,0.033222,0,(-0.2147944651104676-0.593125127057774j),-20.203507788040078,-17.999948244430097,-17.965318184144596,0.03463006028549987,2.23818960389548,-7.4964e-08,0.099666,0.127309184676757,16.029543447113355,(0.5657029886077083-0.5656759009677516j),0.5657029886077083,-0.5656759009677516
1564,"(58,)",9,2,(-7.665e-10+3.1609e-09j),(-0.019633+0.01199j),(2.239e-09+1.2028e-08j),(-0.048983+0.071314j),,,,,0,(5005088.492430264+4997500.607596635j),-35.77398023543558,-172.76593135062754,-24.26836979197664,148.49756155865092,11.50561044345894,,,,,(9.994519273809615e-08-1.0004508758294531e-07j),9.994519273809615e-08,-1.0004508758294531e-07
1565,"(58,)",9,3,(2.9503e-10+1.2277e-09j),(-0.0046673+0.007611j),(1.7462e-09+3.9855e-09j),(-0.011212+0.028654j),,,,,0,(4997228.375311128+5002551.346068292j),-43.99511682072984,-180.9846267609886,-33.24789791928571,147.73672884170287,10.747218901444127,,,,,(9.99430231923663e-08-1.0004750387494978e-07j),9.99430231923663e-08,-1.0004750387494978e-07
1566,"(59,)",1,1,(0.070879+6.7773e-09j),(-0.018707-0.021829j),(0.11449+0.093288j),(-0.029433+0.18224j),-0.3,4.4527e-11,3.0,0.035664,0,(-0.2639286966131381-0.30797553875303046j),-26.78052167164838,-25.99994832351404,-22.122878052378955,3.8770702711350875,4.657643619269429,-1.33581e-11,0.106992,3.3849612139225194,5.732722093707944,(0.39999804313194115-0.6928398946636436j),0.39999804313194115,-0.6928398946636436
1567,"(59,)",1,2,(1.3735e-10+2.5658e-10j),(-0.00059418+0.0019708j),(8.6679e-10+6.6856e-10j),(0.00098729+0.0076777j),,,,,0,(5006678.367497091+4995897.083855816j),-56.7396102422116,-193.73155205164431,-45.23445008435451,148.4971019672898,11.505160157857091,,,,,(9.994316473738174e-08-1.0004521053003247e-07j),9.994316473738174e-08,-1.0004521053003247e-07
1568,"(59,)",1,3,(-3.2649e-11-1.4295e-11j),(-9.1676e-05-0.00023462j),(-1.1938e-10-2.8618e-11j),(-0.00045345-0.00074025j),,,,,0,(4996458.717598566+4998487.630001791j),-74.98591296170383,-211.97122252778422,-64.23896617924726,147.73225634853696,10.74694678245657,,,,,(9.994511449650672e-08-1.0004712979609462e-07j),9.994511449650672e-08,-1.0004712979609462e-07
1569,"(59,)",2,1,(0.079527+7.5077e-09j),(-0.020806-0.025228j),(0.12662+0.10397j),(-0.033414+0.20205j),-0.3,2.5978e-10,3.0,0.036199,0,(-0.26162186907131446-0.31722557164009074j),-25.804405725146417,-25.000007959544863,-21.221015828870616,3.778992130674247,4.583389896275802,-7.7934e-11,0.108597,4.039600019797942,6.951533005515806,(0.3999994912244891-0.6928264439484042j),0.3999994912244891,-0.6928264439484042
1570,"(59,)",2,2,(1.7983e-10+3.6349e-10j),(-0.0009205+0.0027164j),(1.1755e-09+9.7193e-10j),(0.0010122+0.010738j),,,,,0,(4997152.419107598+5004643.647770557j),-53.85833412969323,-190.84959651316143,-42.353412809494706,148.49618370366673,11.504921320198527,,,,,(9.994417700457243e-08-1.000499631249741e-07j),9.994417700457243e-08,-1.000499631249741e-07
1571,"(59,)",2,3,(-3.1129e-11-2.7651e-11j),(-1.7623e-05-0.00029411j),(-1.2257e-10-7.4799e-11j),(-0.00023836-0.00098702j),,,,,0,(5007533.354832196+5000054.457436311j),-73.62453924789037,-210.62082990756033,-62.87761233467069,147.74321757288962,10.746926913219683,,,,,(9.9943257555884e-08-1.0004612381611265e-07j),9.9943257555884e-08,-1.0004612381611265e-07
1572,"(59,)",3,1,(0.089231+8.2545e-09j),(-0.023106-0.029781j),(0.13834+0.11559j),(-0.038663+0.222j),-0.3,1.4605e-09,3.0,0.036668,0,(-0.2589459129109099-0.3337516991015562j),-24.853608715660744,-23.999984754759502,-20.39057988789686,3.609404866862644,4.463028827763883,-4.3815e-10,0.11000399999999999,4.689671515581229,8.308708714683112,(0.4000159427154733-0.6928189927621997j),0.4000159427154733,-0.6928189927621997
