,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
861,"(32,)",9,1,(0.17804+9.9916e-09j),(-0.057487-0.1358j),(-0.070869+0.17218j),(-0.066489+0.30312j),-0.3,3.3518e-07,3.0,0.020675,0,(-0.3228881578358356-0.7627499257123719j),-23.03126329953475,-17.9999482444301,-15.112085567810889,2.8878626766192115,7.919177731723861,-1.00554e-07,0.062025,24.13213410721476,49.68492862555422,(0.5908797572718959+0.10418974603704448j),0.5908797572718959,0.10418974603704448
862,"(32,)",9,2,(-1.9948e-09+9.8966e-10j),(-0.014938-0.0050124j),(-5.3206e-09+6.4743e-09j),(-0.058981+0.0057385j),,,,,0,(5008970.345258669+4997783.031827098j),-39.061092539264514,-176.05666193970407,-27.555139801951526,148.50152213775257,11.50595273731299,,,,,(9.99425361443585e-08-1.0004543423027074e-07j),9.99425361443585e-08,-1.0004543423027074e-07
863,"(32,)",9,3,(-4.1759e-10+1.9159e-09j),(-0.011667+0.0074847j),(-2.5235e-10+6.7509e-09j),(-0.035035+0.032477j),,,,,0,(4996537.934254+5000519.716078538j),-40.174130612297176,-177.1612752761089,-29.426750093706286,147.73452518240262,10.74738051859089,,,,,(9.994276861648444e-08-1.0004448989988398e-07j),9.994276861648444e-08,-1.0004448989988398e-07
864,"(33,)",1,1,(0.070879+8.5746e-09j),(-0.040184-0.025369j),(0.014251+0.13172j),(-0.014731+0.22033j),-0.3,2.6357e-13,3.0,0.032571,0,(-0.566938064434019-0.3579197666266859j),-28.592574911883354,-25.99994832351402,-18.06749281633343,7.932455507180586,10.525082095549923,-7.9071e-14,0.09771300000000001,13.399050903666826,15.969759325780602,(0.5908648580003575-0.10418476931513306j),0.5908648580003575,-0.10418476931513306
865,"(33,)",1,2,(-2.8437e-11+2.605e-10j),(-0.0014464+0.0011601j),(3.025e-10+9.3847e-10j),(-0.0031832+0.0062036j),,,,,0,(4999894.595025798+5006594.9996209275j),-57.6473612784321,-194.6426982311034,-46.142381303014176,148.50031692808923,11.504979975417925,,,,,(9.994308566202837e-08-1.0004494652772079e-07j),9.994308566202837e-08,-1.0004494652772079e-07
866,"(33,)",1,3,(1.3474e-10+3.8452e-11j),(0.00048107+0.00086614j),(4.8039e-10+4.8583e-11j),(0.0021578+0.0026461j),,,,,0,(4997813.2983727185+5001959.945457714j),-63.09083569153266,-200.08033952154264,-52.34407954479973,147.73625997674293,10.746756146732935,,,,,(9.994393637633963e-08-1.0004571788183905e-07j),9.994393637633963e-08,-1.0004571788183905e-07
867,"(33,)",2,1,(0.079527+9.215e-09j),(-0.044101-0.03143j),(0.012334+0.14297j),(-0.021133+0.23823j),-0.3,2.0394e-12,3.0,0.031461,0,(-0.554541270786967-0.3952116248557369j),-27.705996794095384,-25.000007959544842,-17.37458879047789,7.625419169066952,10.331408003617494,-6.1182e-13,0.09438300000000001,16.042637129567776,19.393104760920927,(0.5908917477043195-0.10419055242511599j),0.5908917477043195,-0.10419055242511599
868,"(33,)",2,2,(-1.4437e-10+4.42e-10j),(-0.0029321+0.0014849j),(1.8248e-10+1.7383e-09j),(-0.0077842+0.0096004j),,,,,0,(4993522.830143195+5002681.2421091115j),-52.675202575774506,-189.66160853772536,-41.1701622422173,148.49144629550807,11.5050403335572,,,,,(9.994612203529899e-08-1.0004589424890362e-07j),9.994612203529899e-08,-1.0004589424890362e-07
869,"(33,)",2,3,(2.4578e-10+1.2022e-10j),(0.00062947+0.0018316j),(9.0795e-10+2.5791e-10j),(0.0032474+0.0058313j),,,,,0,(5008052.355212572+5002571.185028663j),-57.26883968807946,-194.2677636252805,-46.52185538906511,147.7459082362154,10.746984299014347,,,,,(9.994300222196161e-08-1.0004546063217494e-07j),9.994300222196161e-08,-1.0004546063217494e-07
870,"(33,)",3,1,(0.089231+9.7545e-09j),(-0.047648-0.039321j),(0.0093684+0.15304j),(-0.028915+0.2539j),-0.3,6.2492e-11,3.0,0.029887,0,(-0.5339848740736797-0.44066518128503035j),-26.834322900505892,-23.99998475475949,-16.799339441505847,7.2006453132536405,10.034983459000044,-1.87476e-11,0.089661,18.865564373272615,23.30571748387817,(0.5908913951580991-0.10419072347773309j),0.5908913951580991,-0.10419072347773309
871,"(33,)",3,2,(-3.3949e-10+6.5551e-10j),(-0.0049776+0.0015799j),(-1.5773e-10+2.7727e-09j),(-0.01466+0.013068j),,,,,0,(5001379.165768366+5003252.104488562j),-48.65303679416364,-185.6467587287463,-37.14793616662852,148.49882256211777,11.505100627535125,,,,,(9.994073710687108e-08-1.0004600596776324e-07j),9.994073710687108e-08,-1.0004600596776324e-07
872,"(33,)",3,3,(3.5377e-10+2.7538e-10j),(0.00039418+0.0031483j),(1.3692e-09+7.1846e-10j),(0.0032487+0.010441j),,,,,0,(5007419.004458943+5001433.006055053j),-52.981225603555664,-189.978612557934,-42.23413095921404,147.74448159871997,10.747094644341619,,,,,(9.993901096855554e-08-1.0004100517828307e-07j),9.993901096855554e-08,-1.0004100517828307e-07
873,"(33,)",4,1,(0.10012+1.0169e-08j),(-0.050605-0.049031j),(0.005796+0.16177j),(-0.037305+0.26719j),-0.3,2.7948e-09,3.0,0.028029,0,(-0.5054435175787644-0.48972228186321287j),-25.96955923612076,-22.999883137916054,-16.328395311505048,6.671487826411006,9.641163924615713,-8.3844e-10,0.084087,21.736426682483557,27.696928543651218,(0.5909017681948303-0.10419398354170495j),0.5909017681948303,-0.10419398354170495
874,"(33,)",4,2,(-5.9484e-10+8.7551e-10j),(-0.0073453+0.0013978j),(-6.9673e-10+3.9148e-09j),(-0.023067+0.01608j),,,,,0,(4992238.336249388+4997906.303829099j),-45.53561656026943,-182.51675352373536,-34.030441335034936,148.48631218870042,11.505175225234494,,,,,(9.994455975484331e-08-1.0004298257866735e-07j),9.994455975484331e-08,-1.0004298257866735e-07
875,"(33,)",4,3,(4.1569e-10+4.9336e-10j),(-0.00038817+0.0045459j),(1.7106e-09+1.4204e-09j),(0.0014433+0.015657j),,,,,0,(5000950.278824972+5000435.830640409j),-49.82635162512302,-186.81725555592482,-39.079380248697134,147.73787530722768,10.746971376425886,,,,,(9.994189656095133e-08-1.0004176155672087e-07j),9.994189656095133e-08,-1.0004176155672087e-07
876,"(33,)",5,1,(0.11233+1.0458e-08j),(-0.052765-0.060583j),(0.0020052+0.16899j),(-0.045616+0.27795j),-0.3,1.8978e-08,3.0,0.026208,0,(-0.4697320897384347-0.5393305002006749j),-25.111966916309775,-22.000384778962673,-15.953768045393009,6.046616733569663,9.158198870916763,-5.693399999999999e-09,0.078624,24.265715385225807,32.2900011631054,(0.5908880890790064-0.10418834708194982j),0.5908880890790064,-0.10418834708194982
877,"(33,)",5,2,(-8.6749e-10+1.0851e-09j),(-0.0097604+0.0010849j),(-1.3097e-09+5.0557e-09j),(-0.031838+0.018715j),,,,,0,(4997082.787466686+4999982.170030896j),-43.16761913450965,-180.15476982344927,-31.662444511635965,148.49232531181332,11.505174622873684,,,,,(9.994479633603893e-08-1.00045013398173e-07j),9.994479633603893e-08,-1.00045013398173e-07
878,"(33,)",5,3,(4.0693e-10+7.5152e-10j),(-0.0017216+0.0057907j),(1.8376e-09+2.3003e-09j),(-0.0023243+0.020689j),,,,,0,(4999157.280766517+4997747.328430805j),-47.38783382463027,-184.37484491588748,-36.641039222284995,147.7338056936025,10.746794602345274,,,,,(9.994477600216974e-08-1.0004841427144103e-07j),9.994477600216974e-08,-1.0004841427144103e-07
879,"(33,)",6,1,(0.12604+1.0582e-08j),(-0.053861-0.074062j),(-0.0016194+0.1744j),(-0.053133+0.28579j),-0.3,5.7912e-08,3.0,0.024978,0,(-0.42733264216167915-0.5876070729765628j),-24.25974845154893,-21.000132066600543,-15.679848218050644,5.320283848549895,8.57990023349828,-1.73736e-08,0.074934,25.48574461035036,36.0857937202338,(0.5908684844806905-0.10418564395504577j),0.5908684844806905,-0.10418564395504577
880,"(33,)",6,2,(-1.0926e-09+1.2877e-09j),(-0.011892+0.00096528j),(-1.773e-09+6.0926e-09j),(-0.039341+0.021579j),,,,,0,(4991745.989023881+4999625.947342168j),-41.47668163018642,-178.45888689915046,-29.971069370158926,148.48781752899154,11.505612260027489,,,,,(9.994390303868228e-08-1.0004602110592703e-07j),9.994390303868228e-08,-1.0004602110592703e-07
881,"(33,)",6,3,(3.1904e-10+1.0365e-09j),(-0.0035885+0.0067789j),(1.7134e-09+3.3222e-09j),(-0.0080573+0.025176j),,,,,0,(5000732.028108715+5001383.064397302j),-45.31425112670039,-182.30578814020905,-34.56707516388897,147.7387129763201,10.747175962811415,,,,,(9.99416436677156e-08-1.0004209586605833e-07j),9.99416436677156e-08,-1.0004209586605833e-07
882,"(33,)",7,1,(0.14142+1.0597e-08j),(-0.053954-0.089471j),(-0.0048975+0.17835j),(-0.059656+0.29132j),-0.3,1.2057e-07,3.0,0.024514,0,(-0.38151609888498383-0.6326615468609383j),-23.427757021089832,-20.00008329848044,-15.482636514177612,4.5174467843028285,7.945120506912219,-3.6171e-08,0.073542,24.879562923057506,38.47697419824726,(0.5908780275831633-0.10418755874468348j),0.5908780275831633,-0.10418755874468348
883,"(33,)",7,2,(-1.2672e-09+1.4791e-09j),(-0.013728+0.0010545j),(-2.0763e-09+7.0216e-09j),(-0.045505+0.024705j),,,,,0,(4996881.350157879+5000305.559515879j),-40.23260490391095,-177.21986169382305,-28.727263700661346,148.4925979931617,11.505341203249603,,,,,(9.994272917129368e-08-1.0004427811939764e-07j),9.994272917129368e-08,-1.0004427811939764e-07
884,"(33,)",7,3,(1.7744e-10+1.325e-09j),(-0.0057447+0.0075078j),(1.405e-09+4.3878e-09j),(-0.01493+0.028958j),,,,,0,(4996052.656980735+5004678.930909178j),-43.498448519140396,-180.48878721964877,-32.75121999648053,147.73756722316824,10.747228522659874,,,,,(9.994177512191708e-08-1.0004595284792534e-07j),9.994177512191708e-08,-1.0004595284792534e-07
885,"(33,)",8,1,(0.15868+1.0537e-08j),(-0.053366-0.10677j),(-0.007826+0.18167j),(-0.065423+0.29592j),-0.3,2.0304e-07,3.0,0.024431,0,(-0.33631211929646954-0.6728636025729721j),-22.62347076378471,-18.999856120597535,-15.31773962866766,3.6821164919298766,7.30573113511705,-6.0912e-08,0.073293,22.924588809981792,40.101769714024535,(0.5908817288889346-0.10418780531596636j),0.5908817288889346,-0.10418780531596636
886,"(33,)",8,2,(-1.4512e-09+1.6568e-09j),(-0.01554+0.0010285j),(-2.4326e-09+7.9173e-09j),(-0.051767+0.027399j),,,,,0,(5000170.770051389+4999850.421596708j),-39.16229769090656,-176.15201614553567,-27.656690918361406,148.49532522717428,11.50560677254516,,,,,(9.994221235638605e-08-1.0004410770659647e-07j),9.994221235638605e-08,-1.0004410770659647e-07
887,"(33,)",8,3,(1.2575e-11+1.5873e-09j),(-0.007879+0.0080014j),(1.0086e-09+5.379e-09j),(-0.02187+0.031929j),,,,,0,(5001248.846122742+5003396.147067343j),-42.0031131710122,-178.99684706751512,-31.255883647987908,147.7409634195272,10.747229523024288,,,,,(9.994138899377733e-08-1.000444165897432e-07j),9.994138899377733e-08,-1.000444165897432e-07
888,"(33,)",9,1,(0.17804+1.041e-08j),(-0.052176-0.12608j),(-0.01039+0.18464j),(-0.070491+0.30005j),-0.3,3.0531e-07,3.0,0.02461,0,(-0.29305778123959936-0.7081554535456553j),-21.84430877088854,-17.9999482444301,-15.171328317038558,2.828619927391541,6.6729804538499815,-9.1593e-08,0.07383,19.708018610998163,41.17506561086279,(0.5908866745099244-0.10418994358566601j),0.5908866745099244,-0.10418994358566601
889,"(33,)",9,2,(-1.6551e-09+1.8126e-09j),(-0.017341+0.00079005j),(-2.8924e-09+8.7675e-09j),(-0.058318+0.029348j),,,,,0,(5001453.952212188+5000051.61850028j),-38.21981196107557,-175.21081971348724,-26.713865697165176,148.49695401632206,11.505946263910396,,,,,(9.994325835170851e-08-1.0004398734342842e-07j),9.994325835170851e-08,-1.0004398734342842e-07
890,"(33,)",9,3,(-1.6234e-10+1.8214e-09j),(-0.0099167+0.0083044j),(5.6274e-10+6.2787e-09j),(-0.028599+0.034195j),,,,,0,(5004859.682442602+4998468.803751108j),-40.77523675758598,-177.7678291789025,-30.027882366485986,147.73994681241652,10.747354391099984,,,,,(9.994276503989335e-08-1.0004395781184119e-07j),9.994276503989335e-08,-1.0004395781184119e-07
891,"(34,)",1,1,(0.070879+7.9048e-09j),(-0.032285-0.024116j),(0.051698+0.11484j),(-0.021084+0.20885j),-0.3,1.5651e-12,3.0,0.033941,0,(-0.45549461320762347-0.3402417697682837j),-27.695600251801956,-25.999948323514026,-18.507508765999823,7.492439557514203,9.18809148580213,-4.6953e-13,0.101823,11.381571997976852,13.848515930585428,(0.5195834913544435-0.2999899369486095j),0.5195834913544435,-0.2999899369486095
892,"(34,)",1,2,(7.2992e-11+2.146e-10j),(-0.0007076+0.0014377j),(5.8038e-10+6.2394e-10j),(-0.00022087+0.0060219j),,,,,0,(4999539.138520906+4997792.92077781j),-58.914892580136744,-195.9022751029649,-47.40979070448578,148.49248439847912,11.505101875650963,,,,,(9.994242791216816e-08-1.0004388715404782e-07j),9.994242791216816e-08,-1.0004388715404782e-07
893,"(34,)",1,3,(5.0068e-11+1.3034e-12j),(0.00024353+0.0002567j),(1.7047e-10-2.5991e-11j),(0.000982+0.00072294j),,,,,0,(4994070.345947327+4997018.628886559j),-72.03419593300032,-209.01615288579865,-61.28728886176772,147.72886402403094,10.746907071232599,,,,,(9.994282459311639e-08-1.0004446599933561e-07j),9.994282459311639e-08,-1.0004446599933561e-07
894,"(34,)",2,1,(0.079527+8.6449e-09j),(-0.035883-0.028912j),(0.054849+0.12686j),(-0.026548+0.22881j),-0.3,6.8735e-12,3.0,0.033529,0,(-0.45120529056607855-0.3635494372901704j),-26.77672114615269,-25.00000795954485,-17.701014483584974,7.298993475959876,9.075706662567711,-2.0620499999999997e-12,0.10058700000000001,13.735570339109394,16.879387993975367,(0.5196253760463266-0.30000443373662816j),0.5196253760463266,-0.30000443373662816
895,"(34,)",2,2,(4.5971e-11+3.6906e-10j),(-0.0016144+0.0020749j),(7.2528e-10+1.1952e-09j),(-0.0023549+0.0096021j),,,,,0,(4999666.924046919+4997126.993348943j),-54.614578485676695,-191.60149359491842,-43.10931541792388,148.49217817699454,11.505263067752816,,,,,(9.993739077187782e-08-1.0004296576047896e-07j),9.993739077187782e-08,-1.0004296576047896e-07
896,"(34,)",2,3,(1.2806e-10+2.0183e-11j),(0.00053891+0.00074138j),(4.4657e-10-9.2738e-12j),(0.0022783+0.0021878j),,,,,0,(4996578.849712558+5001827.651696483j),-63.7671540263744,-200.7554710610143,-53.020248116819815,147.73522294419448,10.746905909554588,,,,,(9.994179065143883e-08-1.0004233401537018e-07j),9.994179065143883e-08,-1.0004233401537018e-07
897,"(34,)",3,1,(0.089231+9.3146e-09j),(-0.039414-0.035553j),(0.05644+0.13848j),(-0.033933+0.24691j),-0.3,4.9491e-11,3.0,0.032675,0,(-0.44170751993464097-0.39843771655221993j),-25.896706027560707,-23.999984754759495,-17.016512096661376,6.983472658098116,8.880193930899331,-1.4847299999999998e-11,0.098025,16.216088359092023,20.277384641162968,(0.5196232863100494-0.29999747670956584j),0.5196232863100494,-0.29999747670956584
898,"(34,)",3,2,(-3.9924e-11+6.0088e-10j),(-0.0032038+0.0028031j),(7.8605e-10+2.123e-09j),(-0.0066925+0.014543j),,,,,0,(4997192.169546327+4999820.429741433j),-50.42830962107105,-187.41541475365517,-38.923010369625736,148.4924043840294,11.505299251445322,,,,,(9.994267727412142e-08-1.000423824284575e-07j),9.994267727412142e-08,-1.000423824284575e-07
899,"(34,)",3,3,(2.4573e-10+9.2013e-11j),(0.00076702+0.0016886j),(8.8901e-10+1.6307e-10j),(0.0036272+0.0052626j),,,,,0,(4994260.695761175+5001681.075167569j),-57.64510737261753,-194.63128416080593,-46.89821577564067,147.73306838516527,10.746891596976862,,,,,(9.994211708833901e-08-1.0004559588362728e-07j),9.994211708833901e-08,-1.0004559588362728e-07
900,"(34,)",4,1,(0.10012+9.8377e-09j),(-0.042529-0.044192j),(0.056666+0.14908j),(-0.04244+0.26239j),-0.3,1.0527e-09,3.0,0.031511,0,(-0.42478030705418746-0.4413902898635515j),-25.042915707281296,-22.999883137916058,-16.457591429013164,6.542291708902895,8.585324278268128,-3.1581e-10,0.09453299999999999,18.612426001502087,23.914285881120893,(0.5196372239876005-0.3000091611190738j),0.5196372239876005,-0.3000091611190738
901,"(34,)",4,2,(-1.9285e-10+8.8297e-10j),(-0.005385+0.0034521j),(6.954e-10+3.3298e-09j),(-0.013183+0.02012j),,,,,0,(5003014.432147481+5006023.609817273j),-46.89145111218799,-183.88899834615276,-35.38647146118378,148.50252688496897,11.504979651004207,,,,,(9.994388045366058e-08-1.0004772246623297e-07j),9.994388045366058e-08,-1.0004772246623297e-07
902,"(34,)",4,3,(3.5936e-10+2.4385e-10j),(0.00057731+0.0030152j),(1.3669e-09+6.0816e-10j),(0.0037891+0.0098781j),,,,,0,(4998443.716251526+4998690.727382194j),-53.26761636965132,-190.25482706834256,-42.52067434905869,147.73415271928388,10.746942020592641,,,,,(9.99407887880002e-08-1.000409347145087e-07j),9.99407887880002e-08,-1.000409347145087e-07
903,"(34,)",5,1,(0.11233+1.0241e-08j),(-0.044909-0.054869j),(0.055933+0.15819j),(-0.051091+0.27494j),-0.3,1.1114e-08,3.0,0.030372,0,(-0.39979529068231784-0.4884625292058794j),-24.207536916971538,-22.000384778962673,-16.01628366972942,5.98410110923325,8.191253247242114,-3.3342e-09,0.091116,20.540678032398212,27.464834547170646,(0.5196150097442689-0.2999950915212207j),0.5196150097442689,-0.2999950915212207
904,"(34,)",5,2,(-3.8152e-10+1.1908e-09j),(-0.0078607+0.004046j),(5.2159e-10+4.6725e-09j),(-0.020769+0.025962j),,,,,0,(4999475.756048591+4999412.167914295j),-44.08041441583403,-181.0691484686833,-32.57519648468891,148.49395198399438,11.505217931145118,,,,,(9.99428808260546e-08-1.0004251182021138e-07j),9.99428808260546e-08,-1.0004251182021138e-07
905,"(34,)",5,3,(4.1558e-10+4.6991e-10j),(-0.00027026+0.0044291j),(1.6967e-09+1.3407e-09j),(0.0017724+0.015189j),,,,,0,(5003438.199651304+5000082.669045324j),-50.06785001271406,-187.06060819417291,-39.320979649180444,147.73962854499248,10.74687036353361,,,,,(9.994188983024629e-08-1.0004364964545866e-07j),9.994188983024629e-08,-1.0004364964545866e-07
906,"(34,)",6,1,(0.12604+1.0462e-08j),(-0.046271-0.067659j),(0.054586+0.16541j),(-0.05905+0.28423j),-0.3,4.2494e-08,3.0,0.029756,0,(-0.3671136592832569-0.5368057454717303j),-23.387868520972738,-21.000132066600543,-15.691714240201769,5.308417826398771,7.696154280770972,-1.27482e-08,0.089268,21.310780069005617,30.208751122462687,(0.519631099066648-0.30000427963228926j),0.519631099066648,-0.30000427963228926
907,"(34,)",6,2,(-5.4709e-10+1.5092e-09j),(-0.010279+0.0048052j),(4.4079e-10+6.0179e-09j),(-0.027904+0.032281j),,,,,0,(4996346.674686971+4999700.965906113j),-41.912902193121155,-178.8991690711458,-30.407925153611195,148.49124391753458,11.504977039509953,,,,,(9.994200462365228e-08-1.00045590192943e-07j),9.994200462365228e-08,-1.00045590192943e-07
908,"(34,)",6,3,(3.863e-10+7.5194e-10j),(-0.0018259+0.0056936j),(1.7697e-09+2.315e-09j),(-0.002737+0.020424j),,,,,0,(5003768.527541236+4998877.280353725j),-47.47741901575451,-184.46941791315638,-36.7301835545003,147.7392343586561,10.747235461254213,,,,,(9.994064634173094e-08-1.0004100808055804e-07j),9.994064634173094e-08,-1.0004100808055804e-07
909,"(34,)",7,1,(0.14142+1.0583e-08j),(-0.046781-0.082495j),(0.052936+0.17127j),(-0.066319+0.29132j),-0.3,9.5752e-08,3.0,0.029601,0,(-0.3307948392972451-0.5833333085786891j),-22.59411164587646,-20.00008329848044,-15.441663861005313,4.558419437475128,7.1524477848711445,-2.8725599999999997e-08,0.08880299999999999,20.90599572368046,32.166660566084495,(0.5196149319990985-0.3000011762846636j),0.5196149319990985,-0.3000011762846636
910,"(34,)",7,2,(-7.0872e-10+1.8156e-09j),(-0.012635+0.0055443j),(3.6166e-10+7.3292e-09j),(-0.034859+0.038439j),,,,,0,(5007231.784329389+5004557.551118128j),-40.214029987597044,-177.2139643960223,-28.708409605124384,148.50555479089792,11.505620382472664,,,,,(9.994405356309965e-08-1.0004447990728402e-07j),9.994405356309965e-08,-1.0004447990728402e-07
911,"(34,)",7,3,(3.0195e-10+1.0512e-09j),(-0.0037378+0.0067706j),(1.6686e-09+3.3797e-09j),(-0.0085689+0.025238j),,,,,0,(5006395.10777857+4993798.5186394015j),-45.24240413422058,-182.2322792485767,-34.49537624542606,147.73690300315064,10.747027888794525,,,,,(9.994444253570877e-08-1.0004809943910909e-07j),9.994444253570877e-08,-1.0004809943910909e-07
912,"(34,)",8,1,(0.15868+1.0609e-08j),(-0.046609-0.099346j),(0.051255+0.17633j),(-0.072961+0.29722j),-0.3,1.7636e-07,3.0,0.029676,0,(-0.2937295603860441-0.6260776208962888j),-21.825233557847852,-18.999856120597535,-15.232865075696868,3.766991044900665,6.5923684821509845,-5.2908e-08,0.089028,19.524390975872695,33.66564002111695,(0.5196199980753345-0.30000334661050565j),0.5196199980753345,-0.30000334661050565
913,"(34,)",8,2,(-8.9709e-10+2.1053e-09j),(-0.015021+0.0060444j),(1.582e-10+8.6096e-09j),(-0.042282+0.04382j),,,,,0,(5002896.9352417365+5003064.26084833j),-38.82454932575442,-175.81942565677423,-27.318949640641605,148.5004760161326,11.505599685112813,,,,,(9.994273595067043e-08-1.0004515658298145e-07j),9.994273595067043e-08,-1.0004515658298145e-07
914,"(34,)",8,3,(1.867e-10+1.3431e-09j),(-0.0057838+0.0076426j),(1.4481e-09+4.441e-09j),(-0.01498+0.02944j),,,,,0,(4995142.471249193+5000664.953750446j),-43.378956252106995,-180.36501523310358,-32.63159867454697,147.73341655855657,10.747357577560026,,,,,(9.994418731681564e-08-1.0004293226922209e-07j),9.994418731681564e-08,-1.0004293226922209e-07
